gene	idx
INSIG2	1709
INSL6	1710
INSM1	1711
INSM2	1712
INSYN2B	1713
INTS6	1714
IQCF2	1715
IQCF5	1716
IQCJ	1717
IQCM	1718
IQCN	1719
IQSEC1	1720
IQSEC3	1721
IRAG1	1722
IRAG2	1723
IRF1	1724
IRF2BPL	1725
IRF4	1726
IRF7	1727
IRF8	1728
IRF9	1729
IRS2	1730
IRS4	1731
IRX1	1732
IRX3	1733
ISG15	1734
ISG20	1735
ISLR	1736
ISLR2	1737
ISX	1738
ITGA2	1739
ITGA4	1740
ITGA5	1741
ITGA6	1742
ITGA8	1743
ITGAM	1744
ITGAX	1745
ITGB1	1746
ITGB3	1747
ITIH1	1748
ITM2A	1749
ITM2B	1750
ITM2C	1751
ITPKB	1752
ITPKC	1753
ITPR1	1754
ITPR2	1755
ITPRID1	1756
ITPRIPL2	1757
IVL	1758
IVNS1ABP	1759
IZUMO1R	1760
IZUMO4	1761
JAG1	1762
JAK2	1763
JAML	1764
JARID2	1765
JCAD	1766
JCHAIN	1767
JMY	1768
JPH4	1769
JRKL	1770
JUN	1771
JUNB	1772
KAAG1	1773
KASH5	1774
KAT2B	1775
KBTBD13	1776
KCNA1	1777
KCNA7	1778
KCNB2	1779
KCND3	1780
KCNE3	1781
KCNH7	1782
KCNJ10	1783
KCNJ13	1784
KCNJ16	1785
KCNJ4	1786
KCNJ9	1787
KCNK16	1788
KCNK18	1789
KCNK5	1790
KCNN4	1791
KCNU1	1792
KCNV1	1793
KCTD12	1794
KCTD7	1795
KDF1	1796
KDM3A	1797
KDM4F	1798
KDM5B	1799
KDM6B	1800
KDM7A	1801
KHDC3L	1802
KIAA0319L	1803
KIAA1210	1804
KIAA1217	1805
KIAA1671	1806
KIAA1755	1807
KIF11	1808
KIF12	1809
KIF14	1810
KIF15	1811
KIF16B	1812
KIF17	1813
KIF18B	1814
KIF20A	1815
KIF20B	1816
KIF21B	1817
KIF22	1818
KIF23	1819
KIF25	1820
KIF26B	1821
KIF2B	1822
KIF2C	1823
KIF3A	1824
KIFC1	1825
KIRREL3	1826
KIT	1827
KITLG	1828
KLF10	1829
KLF11	1830
KLF12	1831
KLF14	1832
KLF17	1833
KLF2	1834
KLF3	1835
KLF4	1836
KLF6	1837
KLF7	1838
KLF9	1839
KLHL1	1840
KLHL14	1841
KLHL21	1842
KLHL24	1843
KLHL33	1844
KLHL4	1845
KLK10	1846
KLK12	1847
KLK4	1848
KLK6	1849
KLK7	1850
KLLN	1851
KLRB1	1852
KLRC3	1853
KLRC4	1854
KLRD1	1855
KLRG1	1856
KLRK1	1857
KMO	1858
KNCN	1859
KNL1	1860
KNSTRN	1861
KNTC1	1862
KPNA2	1863
KRCC1	1864
KREMEN2	1865
KRT12	1866
KRT13	1867
KRT15	1868
KRT20	1869
KRT24	1870
KRT25	1871
KRT31	1872
KRT33B	1873
KRT35	1874
KRT37	1875
KRT6A	1876
KRT6B	1877
KRT75	1878
KRT82	1879
KRT83	1880
KRT84	1881
KRTAP1-1	1882
KRTAP1-4	1883
KRTAP1-5	1884
KRTAP10-10	1885
KRTAP10-2	1886
KRTAP10-7	1887
KRTAP12-3	1888
KRTAP13-1	1889
KRTAP16-1	1890
KRTAP19-2	1891
KRTAP19-3	1892
KRTAP19-8	1893
KRTAP2-4	1894
KRTAP20-2	1895
KRTAP22-2	1896
KRTAP23-1	1897
KRTAP24-1	1898
KRTAP4-16	1899
KRTAP4-4	1900
KRTAP5-3	1901
KRTAP5-6	1902
KRTAP6-1	1903
KRTAP9-3	1904
KRTAP9-7	1905
KRTAP9-8	1906
LACTBL1	1907
LAG3	1908
LAIR1	1909
LAIR2	1910
LAMA1	1911
LAMA4	1912
LAMB1	1913
LAMB2	1914
LAPTM4B	1915
LAT2	1916
LAYN	1917
LBH	1918
LBX1	1919
LBX2	1920
LCE1B	1921
LCE1C	1922
LCE2C	1923
LCE3A	1924
LCE3D	1925
LCE5A	1926
LCE6A	1927
LCN2	1928
LCN6	1929
LDHC	1930
LDLRAD1	1931
LEF1	1932
LEFTY2	1933
LENG8	1934
LENG9	1935
LEP	1936
LGALS1	1937
LGALS3	1938
LGALS3BP	1939
LGALS7	1940
LGMN	1941
LGR5	1942
LHFPL3	1943
LHFPL7	1944
LHX2	1945
LHX9	1946
LIF	1947
LIG1	1948
LILRA5	1949
LIM2	1950
LIMA1	1951
LIMCH1	1952
LIMD2	1953
LIMS2	1954
LIN7A	1955
LINC02694	1956
LINC02929	1957
LINC03043	1958
LINGO1	1959
LINGO4	1960
LINS1	1961
LIPK	1962
LIPM	1963
LIPN	1964
LITAFD	1965
LLCFC1	1966
LMNA	1967
LMNTD1	1968
LMO4	1969
LMX1B	1970
LNX1	1971
LOXHD1	1972
LPAR1	1973
LPAR6	1974
LPGAT1	1975
LPL	1976
LPO	1977
LRAT	1978
LRATD1	1979
LRATD2	1980
LRFN4	1981
LRIG1	1982
LRIT1	1983
LRP1B	1984
LRP5	1985
LRP8	1986
LRRC15	1987
LRRC19	1988
LRRC2	1989
LRRC25	1990
LRRC32	1991
LRRC4	1992
LRRC53	1993
LRRC73	1994
LRRC74A	1995
LRRC74B	1996
LRRC8A	1997
LRRC8B	1998
LRRD1	1999
LRRN3	2000
LRRTM4	2001
LSMEM2	2002
LSP1	2003
LSR	2004
LST1	2005
LTA	2006
LTB	2007
LTK	2008
LTV1	2009
LUM	2010
LUZP2	2011
LUZP4	2012
LY6D	2013
LY6G6C	2014
LY6G6D	2015
LY6G6F	2016
LY6L	2017
LY9	2018
LY96	2019
LYPD2	2020
LYPD4	2021
LYPD6B	2022
LYSMD2	2023
LYST	2024
LYVE1	2025
LYZ	2026
LYZL1	2027
LYZL6	2028
LZTFL1	2029
MAB21L1	2030
MAB21L2	2031
MAB21L3	2032
MACROD2	2033
MAD1L1	2034
MAD2L1	2035
MADCAM1	2036
MAF	2037
MAFA	2038
MAFB	2039
MAGEA10	2040
MAGEA4	2041
MAGEA6	2042
MAGEB18	2043
MAGEB3	2044
MAGEB6	2045
MAGED2	2046
MAK16	2047
MAL	2048
MAN1C1	2049
MAOA	2050
MAP1LC3B	2051
MAP1LC3C	2052
MAP2K3	2053
MAP3K1	2054
MAP3K19	2055
MAP3K8	2056
MAP4K1	2057
MAP4K4	2058
MAPK4	2059
MAPK6	2060
MAPKAPK2	2061
MARCHF10	2062
MARCHF8	2063
MARCKS	2064
MARCKSL1	2065
MARVELD3	2066
MASP2	2067
MAST4	2068
MAT1A	2069
MAT2A	2070
MATK	2071
MATN1	2072
MATN2	2073
MB	2074
MB21D2	2075
MBD3L1	2076
MBOAT4	2077
MBOAT7	2078
MC3R	2079
MC4R	2080
MCHR1	2081
MCM10	2082
MCM2	2083
MCM3	2084
MCM4	2085
MCM5	2086
MCM6	2087
MCM7	2088
MCOLN2	2089
MCOLN3	2090
MCTP1	2091
MCTP2	2092
MCUB	2093
MDGA2	2094
MDM2	2095
MECOM	2096
MEGF10	2097
MEGF11	2098
MEIKIN	2099
MELK	2100
MEOX2	2101
MEPE	2102
METRNL	2103
METTL1	2104
METTL21C	2105
METTL7B	2106
MEX3B	2107
MFAP4	2108
MFAP5	2109
MFSD2A	2110
MGAM2	2111
MGAT2	2112
MGAT4A	2113
MGAT4C	2114
MGAT4D	2115
MGST1	2116
MGST2	2117
MGST3	2118
MICAL1	2119
MICAL2	2120
MID1IP1	2121
MIDN	2122
MINDY4B	2123
MINK1	2124
MKI67	2125
MKNK2	2126
MKRN2OS	2127
MLANA	2128
MLF1	2129
MLIP	2130
MLLT3	2131
MLN	2132
MMD2	2133
MMP1	2134
MMP10	2135
MMP13	2136
MMP20	2137
MMP23B	2138
MMP24	2139
MMP24OS	2140
MMP26	2141
MMP3	2142
MMP8	2143
MMRN2	2144
MND1	2145
MOAP1	2146
MOBP	2147
MOCS3	2148
MOGAT2	2149
MOGAT3	2150
MORC2	2151
MORN5	2152
MOSPD3	2153
MOXD1	2154
MPEG1	2155
MPIG6B	2156
MPO	2157
MPP4	2158
MPPED1	2159
MPZL3	2160
MREG	2161
MRGPRE	2162
MRGPRG	2163
MRGPRX3	2164
MRGPRX4	2165
MRO	2166
MROH2A	2167
MROH2B	2168
MRTO4	2169
MS4A10	2170
MS4A13	2171
MS4A14	2172
MS4A15	2173
MS4A3	2174
MS4A4A	2175
MS4A4E	2176
MS4A5	2177
MS4A6E	2178
MS4A7	2179
MSC	2180
MSH6	2181
MSLN	2182
MSLNL	2183
MSMB	2184
MSMO1	2185
MSTN	2186
MSX1	2187
MT-ATP6	2188
MT-CO2	2189
MT-CO3	2190
MT-CYB	2191
MT-ND3	2192
MT-ND4	2193
MT-ND4L	2194
MT-ND6	2195
MT1B	2196
MT1H	2197
MT1X	2198
MT2A	2199
MTARC2	2200
MTERF4	2201
MTHFD1L	2202
MTNR1B	2203
MTSS1	2204
MTUS2	2205
MTX3	2206
MUC1	2207
MUC13	2208
MUC15	2209
MUC17	2210
MUC22	2211
MUC3A	2212
MUC5B	2213
MUC6	2214
MUC7	2215
MVK	2216
MX1	2217
MX2	2218
MXD1	2219
MXD4	2220
MXI1	2221
MXRA5	2222
MXRA7	2223
MXRA8	2224
MYADML2	2225
MYB	2226
MYBL2	2227
MYBPC1	2228
MYBPC3	2229
MYBPHL	2230
MYC	2231
MYCL	2232
MYCN	2233
MYCNOS	2234
MYD88	2235
MYEF2	2236
MYH13	2237
MYH14	2238
MYH8	2239
MYL11	2240
MYL3	2241
MYL7	2242
MYL9	2243
MYO1E	2244
MYO1F	2245
MYOC	2246
MYOF	2247
MYOM2	2248
MYOM3	2249
MYOZ1	2250
MYOZ2	2251
MYPN	2252
MYRIP	2253
MZB1	2254
N4BP2L1	2255
N4BP3	2256
NAA11	2257
NAB2	2258
NABP1	2259
NALCN	2260
NAMPT	2261
NANOS1	2262
NANOS2	2263
NAT2	2264
NAT8	2265
NAT8L	2266
NBL1	2267
NCALD	2268
NCAM1	2269
NCAPD2	2270
NCAPD3	2271
NCAPG	2272
NCAPG2	2273
NCBP2AS2	2274
NCDN	2275
NCF4	2276
NCLN	2277
NCR1	2278
NDC80	2279
NDFIP2	2280
NDST3	2281
NDUFAF4	2282
NDUFAF8	2283
NECAB3	2284
NECTIN4	2285
NEDD4L	2286
NEDD9	2287
NEFL	2288
NEFM	2289
NEK2	2290
NEK6	2291
NELL1	2292
NELL2	2293
NET1	2294
NETO1	2295
NETO2	2296
NEU2	2297
NEUROD1	2298
NEUROD2	2299
NEUROD6	2300
NEUROG1	2301
NEUROG2	2302
NFAT5	2303
NFE2L3	2304
NFIL3	2305
NFKBIA	2306
NFKBID	2307
NFKBIZ	2308
NGB	2309
NHLH2	2310
NHLRC1	2311
NIBAN1	2312
NIBAN2	2313
NIFK	2314
NINJ1	2315
NIP7	2316
NIPA1	2317
NKAIN2	2318
NKAIN3	2319
NKAIN4	2320
NKAPL	2321
NKG7	2322
NKPD1	2323
NKX1-1	2324
NKX2-2	2325
NKX2-4	2326
NKX2-5	2327
NKX3-1	2328
NKX6-1	2329
NKX6-3	2330
NLGN1	2331
NLRC3	2332
NLRC5	2333
NLRP1	2334
NLRP10	2335
NLRP5	2336
NLRP6	2337
NMRK1	2338
NMRK2	2339
NMS	2340
NMT2	2341
NNMT	2342
NOBOX	2343
NOG	2344
NOLC1	2345
NOP14	2346
NOP16	2347
NOP2	2348
NOP56	2349
NOS2	2350
NOSIP	2351
NOTCH3	2352
NOVA2	2353
NOX3	2354
NPB	2355
NPBWR2	2356
NPC2	2357
NPDC1	2358
NPHP3	2359
NPHS1	2360
NPM3	2361
NPNT	2362
NPPA	2363
NPPC	2364
NPR1	2365
NPSR1	2366
NPTX1	2367
NPTX2	2368
NPVF	2369
NPY	2370
NPY1R	2371
NPY2R	2372
NQO1	2373
NR0B1	2374
NR0B2	2375
NR1D2	2376
NR1I3	2377
NR2F2	2378
NR4A1	2379
NR4A2	2380
NR4A3	2381
NRARP	2382
NREP	2383
NRG1	2384
NRG4	2385
NRK	2386
NRN1	2387
NRP1	2388
NRP2	2389
NRTN	2390
NRXN1	2391
NSG1	2392
NSG2	2393
NSMCE3	2394
NSMF	2395
NT5C1B	2396
NT5DC2	2397
NT5E	2398
NTN4	2399
NTSR1	2400
NUAK1	2401
NUAK2	2402
NUCB2	2403
NUDT10	2404
NUF2	2405
NUPR1	2406
NUSAP1	2407
NWD2	2408
NXF1	2409
NXPE1	2410
NXPH3	2411
NXT1	2412
OAS1	2413
OAS3	2414
OASL	2415
OC90	2416
OCA2	2417
OCIAD2	2418
ODAM	2419
ODAPH	2420
ODC1	2421
OGT	2422
OLAH	2423
OLFM1	2424
OLFM2	2425
OLFML1	2426
OLIG2	2427
OLIG3	2428
OMP	2429
ONECUT2	2430
OOSP2	2431
OOSP4B	2432
OPALIN	2433
OPN1SW	2434
OPN4	2435
OPRK1	2436
OPRPN	2437
OPTN	2438
OR10A6	2439
OR10A7	2440
OR10AD1	2441
OR10C1	2442
OR10G2	2443
OR10G3	2444
OR10H1	2445
OR10K1	2446
OR10P1	2447
OR10S1	2448
OR10T2	2449
OR10Z1	2450
OR11G2	2451
OR11H6	2452
OR12D3	2453
OR13C2	2454
OR13C3	2455
OR13C4	2456
OR13C9	2457
OR13F1	2458
OR13H1	2459
OR14A16	2460
OR14J1	2461
OR1D2	2462
OR1L3	2463
OR1L6	2464
OR1N2	2465
OR1R1P	2466
OR2A5	2467
OR2AG1	2468
OR2AJ1	2469
OR2AP1	2470
OR2AT4	2471
OR2B3	2472
OR2C1	2473
OR2F1	2474
OR2F2	2475
OR2G3	2476
OR2H2	2477
OR2I1P	2478
OR2K2	2479
OR2M4	2480
OR2M7	2481
OR2S2	2482
OR2T1	2483
OR2T10	2484
OR2T12	2485
OR2T2	2486
OR2T4	2487
OR2V1	2488
OR2V2	2489
OR2W1	2490
OR2Y1	2491
OR3A3	2492
OR4C13	2493
OR4C46	2494
OR4C5	2495
OR4D10	2496
OR4D2	2497
OR4E2	2498
OR4F4	2499
OR4K1	2500
OR4K13	2501
OR4K14	2502
OR4K15	2503
OR4K5	2504
OR4M2B	2505
OR4P4	2506
OR4S1	2507
OR4X1	2508
OR4X2	2509
OR51A2	2510
OR51A4	2511
OR51A7	2512
OR51B6	2513
OR51D1	2514
OR51E2	2515
OR51G1	2516
OR51S1	2517
OR52A5	2518
OR52D1	2519
OR52E4	2520
OR52E5	2521
OR52K2	2522
OR52N2	2523
OR52N4	2524
OR56A1	2525
OR56A3	2526
OR5A1	2527
OR5A2	2528
OR5AN1	2529
OR5AR1	2530
OR5D13	2531
OR5D16	2532
OR5D18	2533
OR5F1	2534
OR5H2	2535
OR5I1	2536
OR5J2	2537
OR5K1	2538
OR5K2	2539
OR5K4	2540
OR5M10	2541
OR5P2	2542
OR5T2	2543
OR5V1	2544
OR5W2	2545
OR6B2	2546
OR6C1	2547
OR6C2	2548
OR6C4	2549
OR6C65	2550
OR6C68	2551
OR6C74	2552
OR6C75	2553
OR6C76	2554
OR6Q1	2555
OR6T1	2556
OR7A10	2557
OR7A17	2558
OR7A5	2559
OR7C1	2560
OR7E24	2561
OR7G2	2562
OR7G3	2563
OR8A1	2564
OR8B12	2565
OR8B2	2566
OR8B8	2567
OR8D1	2568
OR8H2	2569
OR8K3	2570
OR8K5	2571
OR9A4	2572
OR9G1	2573
ORC6	2574
ORMDL3	2575
OSBPL10	2576
OSM	2577
OSMR	2578
OSR1	2579
OSR2	2580
OSTF1	2581
OSTN	2582
OTOF	2583
OTOL1	2584
OTOP1	2585
OTOP2	2586
OTOP3	2587
OTOR	2588
OTOS	2589
OTX2	2590
OXLD1	2591
OXNAD1	2592
OXSM	2593
OXT	2594
P2RX4	2595
P2RX5	2596
P2RY10	2597
P2RY11	2598
P2RY12	2599
P2RY13	2600
P2RY14	2601
P2RY2	2602
P2RY6	2603
P2RY8	2604
P3R3URF	2605
P4HA1	2606
P4HA2	2607
PABIR1	2608
PABPC5	2609
PACSIN1	2610
PADI1	2611
PAG1	2612
PAGE4	2613
PAH	2614
PALLD	2615
PALM	2616
PALM2AKAP2	2617
PALMD	2618
PAM	2619
PANO1	2620
PANX3	2621
PAQR9	2622
PARP12	2623
PARP14	2624
PARP15	2625
PARP8	2626
PARP9	2627
PARPBP	2628
PARVG	2629
PATE1	2630
PATE3	2631
PATE4	2632
PATJ	2633
PATL2	2634
PAX2	2635
PAX3	2636
PAX6	2637
PBOV1	2638
PBX1	2639
PBXIP1	2640
PCARE	2641
PCDH1	2642
PCDH10	2643
PCDH11X	2644
PCDH15	2645
PCDH17	2646
PCDH19	2647
PCDH7	2648
PCDH8	2649
PCDH9	2650
PCDHA1	2651
PCDHA10	2652
PCDHA11	2653
PCDHA13	2654
PCDHA4	2655
PCDHA5	2656
PCDHA6	2657
PCDHAC1	2658
PCDHB16	2659
PCDHB2	2660
PCDHB3	2661
PCDHB5	2662
PCDHB8	2663
PCDHB9	2664
PCDHGA1	2665
PCDHGA10	2666
PCDHGA2	2667
PCDHGA3	2668
PCDHGA7	2669
PCDHGB7	2670
PCED1B	2671
PCLAF	2672
PCMTD1	2673
PCMTD2	2674
PCNA	2675
PCP4	2676
PCSK2	2677
PCSK6	2678
PDC	2679
PDCD1	2680
PDCD4	2681
PDCL2	2682
PDE3B	2683
PDE4B	2684
PDE4C	2685
PDE4D	2686
PDE5A	2687
PDE6A	2688
PDE6C	2689
PDE6G	2690
PDE7A	2691
PDE7B	2692
PDF	2693
PDGFA	2694
PDGFC	2695
PDIA2	2696
PDK1	2697
PDLIM4	2698
PDX1	2699
PDZRN4	2700
PEA15	2701
PEAR1	2702
PEBP4	2703
PECAM1	2704
PELI1	2705
PELO	2706
PENK	2707
PEPD	2708
PER1	2709
PERCC1	2710
PFKFB3	2711
PFKFB4	2712
PFN3	2713
PFN4	2714
PGAP6	2715
PGBD4	2716
PGGHG	2717
PGPEP1	2718
PGPEP1L	2719
PGR	2720
PHB1	2721
PHEX	2722
PHF1	2723
PHF19	2724
PHGDH	2725
PHLDA1	2726
PHLDA2	2727
PHLDA3	2728
PHOX2A	2729
PHTF2	2730
PHYHIP	2731
PHYKPL	2732
PI16	2733
PI3	2734
PIANP	2735
PIEZO2	2736
PIGW	2737
PIK3CG	2738
PIK3IP1	2739
PIK3R5	2740
PIM2	2741
PIM3	2742
PIRT	2743
PITPNC1	2744
PITPNM2	2745
PIWIL1	2746
PIWIL3	2747
PKD2	2748
PKD2L2	2749
PKDCC	2750
PKDREJ	2751
PKIA	2752
PKMYT1	2753
PLA2G10	2754
PLA2G12B	2755
PLA2G2F	2756
PLA2G4A	2757
PLA2G4D	2758
PLA2G5	2759
PLAAT4	2760
PLAAT5	2761
PLAC8	2762
PLAGL2	2763
PLCB2	2764
PLCB4	2765
PLCL2	2766
PLCZ1	2767
PLD4	2768
PLD5	2769
PLD6	2770
PLEC	2771
PLEK	2772
PLEKHA4	2773
PLEKHF1	2774
PLEKHG3	2775
PLEKHG4B	2776
PLEKHG6	2777
PLEKHG7	2778
PLEKHO1	2779
PLET1	2780
PLIN4	2781
PLIN5	2782
PLK1	2783
PLK2	2784
PLK3	2785
PLK5	2786
PLN	2787
PLP1	2788
PLPP1	2789
PLPP3	2790
PLPPR3	2791
PLPPR4	2792
PLS3	2793
PLSCR3	2794
PLXNA4	2795
PLXNB2	2796
PMAIP1	2797
PMCH	2798
PMIS2	2799
PMP2	2800
PMP22	2801
PNLIPRP1	2802
PNLIPRP3	2803
PNMA1	2804
PNMA6F	2805
PNMA8C	2806
PNO1	2807
PNOC	2808
PNPLA1	2809
PNRC1	2810
PNRC2	2811
PODN	2812
POF1B	2813
POFUT1	2814
POLD4	2815
POLG2	2816
POLH	2817
POLR1B	2818
POLR2L	2819
POLR3H	2820
POM121L12	2821
POM121L2	2822
POU2AF1	2823
POU2F2	2824
POU3F1	2825
POU3F2	2826
POU3F3	2827
PPAN	2828
PPARG	2829
PPBP	2830
PPFIBP1	2831
PPIAL4G	2832
PPIC	2833
PPIF	2834
PPL	2835
PPM1M	2836
PPP1R14C	2837
PPP1R15A	2838
PPP1R1B	2839
PPP1R27	2840
PPP1R2C	2841
PPP1R36	2842
PPP1R3B	2843
PPP1R3C	2844
PPP1R9A	2845
PPP2R2C	2846
PPP2R5C	2847
PPRC1	2848
PRAC2	2849
PRAMEF1	2850
PRAMEF11	2851
PRAMEF12	2852
PRAMEF2	2853
PRAMEF20	2854
PRAMEF6	2855
PRAMEF8	2856
PRCD	2857
PRDM1	2858
PRDM13	2859
PRDM7	2860
PRDM8	2861
PRDM9	2862
PRDX4	2863
PRF1	2864
PRG3	2865
PRG4	2866
PRIMA1	2867
PRKACB	2868
PRKAG3	2869
PRKCB	2870
PRKD1	2871
PRKD2	2872
PRLH	2873
PRLR	2874
PRM1	2875
PRMT2	2876
PRMT8	2877
PRODH2	2878
PRPS1L1	2879
PRR11	2880
PRR15	2881
PRR18	2882
PRR20G	2883
PRR23C	2884
PRR23E	2885
PRR27	2886
PRR30	2887
PRR33	2888
PRR5L	2889
PRR7	2890
PRRG1	2891
PRRG2	2892
PRRT1B	2893
PRRT2	2894
PRSS12	2895
PRSS23	2896
PRSS3	2897
PRSS33	2898
PRSS41	2899
PRSS48	2900
PRSS56	2901
PRTN3	2902
PRUNE2	2903
PSAT1	2904
PSCA	2905
PSD2	2906
PSG11	2907
PSG2	2908
PSG3	2909
PSG6	2910
PSORS1C2	2911
PSTPIP2	2912
PTCHD4	2913
PTGDR	2914
PTGDR2	2915
PTGDS	2916
PTGER2	2917
PTGER3	2918
PTGER4	2919
PTGIR	2920
PTGIS	2921
PTGS2	2922
PTH2	2923
PTHLH	2924
PTMS	2925
PTPN12	2926
PTPN22	2927
PTPN4	2928
PTPN5	2929
PTPN7	2930
PTPRB	2931
PTPRE	2932
PTPRF	2933
PTPRK	2934
PTPRO	2935
PTPRQ	2936
PTPRR	2937
PTTG1	2938
PTTG1IP	2939
PURB	2940
PUS1	2941
PUS7	2942
PWWP3B	2943
PWWP4	2944
PXDC1	2945
PXDNL	2946
PXN	2947
PYCARD	2948
PYCR1	2949
PYHIN1	2950
PYY	2951
RAB11FIP1	2952
RAB27A	2953
RAB29	2954
RAB34	2955
RAB37	2956
RAB38	2957
RAB41	2958
RABAC1	2959
RABGAP1L	2960
RAD51	2961
RAET1L	2962
RALB	2963
RAMP1	2964
RANBP3L	2965
RANBP6	2966
RAP2A	2967
RAP2B	2968
RAPGEF2	2969
RARA	2970
RARB	2971
RARG	2972
RASA3	2973
RASD1	2974
RASEF	2975
RASGEF1A	2976
RASGRF2	2977
RASGRP2	2978
RASL11B	2979
RASL12	2980
RASSF1	2981
RASSF10	2982
RASSF2	2983
RASSF3	2984
RASSF6	2985
RAX2	2986
RBL2	2987
RBM19	2988
RBM47	2989
RBP5	2990
RBPJ	2991
RBPMS	2992
RCAN1	2993
RCAN2	2994
RCAN3	2995
RCBTB2	2996
RCN1	2997
RCVRN	2998
RD3	2999
RDH10	3000
RDH12	3001
REC114	3002
REG4	3003
REL	3004
RELB	3005
RELN	3006
REM1	3007
REM2	3008
REN	3009
RENBP	3010
RERG	3011
RESF1	3012
RESP18	3013
RFLNB	3014
RFPL4A	3015
RFPL4AL1	3016
RFX4	3017
RGCC	3018
RGS1	3019
RGS16	3020
RGS17	3021
RGS18	3022
RGS2	3023
RGS3	3024
RGS4	3025
RGS9BP	3026
RGSL1	3027
RHAG	3028
RHBDL1	3029
RHBG	3030
RHEX	3031
RHO	3032
RHOB	3033
RHOBTB3	3034
RHOC	3035
RHOJ	3036
RHOU	3037
RHOV	3038
RHOXF2B	3039
RIC3	3040
RIGI	3041
RIIAD1	3042
RILPL2	3043
RIN2	3044
RIN3	3045
RIOX1	3046
RIPOR2	3047
RLBP1	3048
RLN3	3049
RNASE1	3050
RNASE10	3051
RNASE11	3052
RNASE12	3053
RNASE2	3054
RNASE6	3055
RNASE7	3056
RNASE8	3057
RNASE9	3058
RND1	3059
RND2	3060
RND3	3061
RNF113A	3062
RNF125	3063
RNF144A	3064
RNF150	3065
RNF151	3066
RNF157	3067
RNF166	3068
RNF17	3069
RNF175	3070
RNF19A	3071
RNF19B	3072
RNF223	3073
RNF227	3074
RNF39	3075
ROBO4	3076
RORA	3077
RORC	3078
RPP25L	3079
RPRM	3080
RPRML	3081
RRAD	3082
RRM1	3083
RRM2	3084
RRP1	3085
RRP12	3086
RRP15	3087
RRP9	3088
RRS1	3089
RSAD2	3090
RSPH9	3091
RSPO1	3092
RSPO3	3093
RSRP1	3094
RTBDN	3095
RTKN2	3096
RTL4	3097
RTL5	3098
RTP1	3099
RTP2	3100
RTP5	3101
RUNX1	3102
RUNX1T1	3103
RUNX2	3104
RXFP2	3105
RYBP	3106
S100A1	3107
S100A12	3108
S100A16	3109
S100A7A	3110
S100A9	3111
S100B	3112
S100P	3113
S1PR1	3114
S1PR3	3115
S1PR4	3116
S1PR5	3117
SAGE1	3118
SALL1	3119
SAMD1	3120
SAMD11	3121
SAMD3	3122
SAMD9	3123
SAMD9L	3124
SAMHD1	3125
SAMSN1	3126
SAP30	3127
SAT1	3128
SAT2	3129
SATB1	3130
SBF2	3131
SBK1	3132
SBK3	3133
SCCPDH	3134
SCD	3135
SCGB1A1	3136
SCGB2A1	3137
SCGB3A1	3138
SCGN	3139
SCIN	3140
SCLY	3141
SCN3A	3142
SCN9A	3143
SCNN1G	3144
SCO2	3145
SCRT1	3146
SCRT2	3147
SCX	3148
SCYGR4	3149
SCYGR8	3150
SDC2	3151
SDC4	3152
SDCBP	3153
SDK2	3154
SDR16C5	3155
SDS	3156
SEC14L6	3157
SEC31B	3158
SELENOV	3159
SELL	3160
SELPLG	3161
SEMA3C	3162
SEMA3D	3163
SEMA3G	3164
SEMA6D	3165
SEMA7A	3166
SEPHS2	3167
SEPTIN11	3168
SEPTIN12	3169
SERINC5	3170
SERPINA1	3171
SERPINA4	3172
SERPINA5	3173
SERPINA6	3174
SERPINB1	3175
SERPINB11	3176
SERPINB2	3177
SERPINB4	3178
SERPINB6	3179
SERPINB7	3180
SERPINB9	3181
SERPIND1	3182
SERPINE1	3183
SERPINF1	3184
SERTAD1	3185
SERTM1	3186
SERTM2	3187
SESN1	3188
SESN2	3189
SESN3	3190
SETBP1	3191
SETD1B	3192
SEZ6L	3193
SFI1	3194
SFMBT2	3195
SFRP5	3196
SFT2D3	3197
SFTPA1	3198
SFTPC	3199
SFTPD	3200
SGK1	3201
SGO1	3202
SGO2	3203
SGPP2	3204
SGTB	3205
SH2D1B	3206
SH2D2A	3207
SH2D3C	3208
SH3BGRL	3209
SH3BP5	3210
SH3PXD2A	3211
SH3RF2	3212
SH3TC2	3213
SHANK1	3214
SHANK2	3215
SHBG	3216
SHC4	3217
SHCBP1	3218
SHE	3219
SHF	3220
SHISA2	3221
SHOX2	3222
SHROOM4	3223
SIAH2	3224
SIGIRR	3225
SIGLEC6	3226
SIGLEC8	3227
SIGMAR1	3228
SIRPD	3229
SIT1	3230
SIX1	3231
SIX6	3232
SKA1	3233
SKI	3234
SKIL	3235
SLA	3236
SLAMF1	3237
SLAMF6	3238
SLAMF7	3239
SLAMF9	3240
SLC10A1	3241
SLC12A1	3242
SLC12A3	3243
SLC12A7	3244
SLC12A8	3245
SLC15A5	3246
SLC16A12	3247
SLC16A3	3248
SLC17A4	3249
SLC1A2	3250
SLC1A5	3251
SLC1A6	3252
SLC20A1	3253
SLC22A1	3254
SLC22A16	3255
SLC22A24	3256
SLC22A3	3257
SLC22A6	3258
SLC22A8	3259
SLC24A2	3260
SLC24A4	3261
SLC25A18	3262
SLC25A23	3263
SLC25A31	3264
SLC25A4	3265
SLC26A1	3266
SLC26A3	3267
SLC26A8	3268
SLC26A9	3269
SLC27A2	3270
SLC27A4	3271
SLC27A6	3272
